Parameter,Value,Sale MRP,Endings,Min Margin,Max Margin,Price Change Min,Price Change Max,Clear Stock,Shelf Life,Sales Insights,Use Competitor,Holiday Effect,Strategy
,,False,0,6.0,50.0,,,True,,False,Yes,No,Average
